-0.149096 -0.522345   1.36002	18	-3.87606e-270	-3.89321e-270	-3.92117e-270	-3.99647e-270	-3.90361e-270	-3.85491e-270	-3.84677e-270	-3.82124e-270	-4.00228e-270	-4.01201e-270	-3.86583e-270	-3.85035e-270	-3.88095e-270	-3.92146e-270	-4.0049e-270	-1.01042e-309	
-0.149096 -0.522345   1.36002	18	-3.78577e-270	-3.78577e-270	-3.82899e-270	-3.83258e-270	-3.84879e-270	-3.84911e-270	-3.8071e-270	-3.84194e-270	-3.89955e-270	-4.00691e-270	-3.78811e-270	-3.80252e-270	-3.93352e-270	-3.97737e-270	-3.89078e-270	-1.05623e-314	
-0.149096 -0.522345   1.36002	18	-4.01434e-270	-3.97608e-270	-3.92787e-270	-3.81387e-270	-3.82337e-270	-3.91886e-270	-3.96958e-270	8.84872e-312	-3.87641e-270	-3.87641e-270	-3.78814e-270	-4.0133e-270	-3.83724e-270	-3.94141e-270	-3.99417e-270	-4.25777e-311	
-0.149096 -0.522345   1.36002	18	-15715.1	-3.79752e-270	-3.78577e-270	-3.83106e-270	-3.90407e-270	-1.05668e-314	-3.79103e-270	-7.28884e-251	-3.98339e-270	-3.80161e-270	-4.00384e-270	-7.13179e-251	-9.91577e-310	-7.304e-251	-3.8745e-270	-6.98351e-251	
-0.149096 -0.522345   1.36002	18	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	0.0078125	-3.78588e-270	-3.78595e-270	-3.78603e-270	-3.78613e-270	-3.7862e-270	-3.78651e-270	-3.78677e-270	-7.69211e-312	
-0.149096 -0.522345   1.36002	18	-3.99453e-270	-3.78906e-270	-3.79986e-270	-3.81757e-270	1.19044e-311	-3.97484e-270	-3.86909e-270	-3.79821e-270	-3.92577e-270	-3.85384e-270	-3.89862e-270	-3.92487e-270	-3.92486e-270	-3.87133e-270	-3.96776e-270	-7.06741e-310	
-0.149096 -0.522345   1.36002	18	-3.88352e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78579e-270	-3.78577e-270	0	-3.78577e-270	-3.89955e-270	-3.78577e-270	-3.83308e-270	-3.78577e-270	-3.82752e-270	-3.78577e-270	-3.8275e-270	-1.04768e-314	
-0.149096 -0.522345   1.36002	18	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	0	-1.01794e-314	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-4.62109e-246	-3.78577e-270	
-0.149096 -0.522345   1.36002	18	-3.99949e-270	-3.92628e-270	-7.23904e-251	-3.88016e-270	-3.85649e-270	-3.82191e-270	-3.87242e-270	-1.19967e-310	-3.78577e-270	-1.01787e-314	-1.01787e-314	-3.78577e-270	-1.31463e-309	-4.01267e-270	-1.0487e-309	-1.34586e-309	
-0.149096 -0.522345   1.36002	18	-3.87626e-270	0	-3.78577e-270	-4.57671e-246	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-3.78577e-270	-4.58315e-246	-3.78732e-270	-3.80173e-270	-3.78577e-270	-3.80252e-270	-9.62739e-310	
-0.149096 -0.522345   1.36002	18	-3.95006e-270	-3.8377e-270	-3.97099e-270	-3.93273e-270	-3.87342e-270	-4.02173e-270	-3.91277e-270	1.11553e+13	-4.02116e-270	-3.79296e-270	-3.89678e-270	-3.81903e-270	-3.78932e-270	-3.83899e-270	-3.93794e-270	-8.23133e-310	
-0.149096 -0.522345   1.36002	18	-3.92744e-270	-3.97892e-270	-3.88537e-270	-3.86172e-270	-3.88354e-270	-3.97625e-270	-3.81983e-270	-3.90547e-270	-3.85983e-270	-3.94852e-270	-3.86388e-270	-4.0113e-270	-3.9253e-270	-4.01864e-270	-3.80246e-270	-9.02219e-310	
-0.149096 -0.522345   1.36002	18	-3.99346e-270	-3.87641e-270	-3.92562e-270	-3.85228e-270	-3.89383e-270	-3.96885e-270	-3.83722e-270	0.0423591	-3.86729e-270	-3.87334e-270	-3.86754e-270	-3.94511e-270	-3.96667e-270	-3.79294e-270	-3.8705e-270	-1.04374e-309	
