0.0800686 -0.151049   1.14625	15	0.0411143	0.0431998	0.0299389	0.00321364	0.0427895	0.0182198	0.0265591	0.0968146	0.0405056	0.0628169	0.206123	0.00547438	0.0522343	0.00468211	0.318994	0.00731982	
0.0814924 -0.153623   1.14509	18	0.0456162	0.0448107	0.0361408	0.0065425	0.0489902	0.0253718	0.0980043	0.126223	0.0273977	0.0959666	0.338309	0.0152057	0.022686	0.0139854	0.042715	0.0120354	
0.0786942 -0.152314   1.14618	24	0.0437909	0.141015	0.0185636	0.00685819	0.127192	0.0127038	0.0309257	0.229617	0.0197293	0.0488797	0.260401	0.00620429	0.0231495	0.00595663	0.0164092	0.00860412	
0.0786942 -0.152314   1.14618	24	0.0426451	0.0671521	0.0136091	0.00582493	0.187931	0.0201339	0.0272412	0.27696	0.0314605	0.0569514	0.174066	0.0125997	0.0275415	0.0073118	0.0347247	0.0138478	
0.0800375 -0.154178   1.14617	30	0.0430878	0.0200129	0.0457038	0.00861625	0.0887043	0.0287864	0.0537151	0.312752	0.0440939	0.0524683	0.207624	0.0216097	0.0182929	0.00790179	0.0355652	0.0110655	
0.0800375 -0.154178   1.14617	30	0.0422658	0.0271352	0.0423182	0.00560363	0.0380366	0.0181007	0.107729	0.131819	0.0281913	0.0509431	0.195426	0.011157	0.0316273	0.00833788	0.248382	0.0129271	
0.0803611 -0.154564   1.14638	31	0.0422699	0.014676	0.0593948	0.00863893	0.0144731	0.0103276	0.174519	0.165371	0.0186128	0.0486591	0.144198	0.0206583	0.0714299	0.0135242	0.166622	0.0266261	
0.0803611 -0.154564   1.14638	31	0.041881	0.0305215	0.0459674	0.00462898	0.0566614	0.0143984	0.101525	0.124718	0.0765321	0.0380222	0.201509	0.0186074	0.0414705	0.0130057	0.172289	0.0182625	
0.0808614 -0.152904   1.14431	38	0.042902	0.0353388	0.0311208	0.00757678	0.0551803	0.0162884	0.0648042	0.21133	0.0542422	0.0756369	0.234108	0.0454811	0.0181977	0.0108246	0.077799	0.0191688	
0.0821516 -0.153377   1.14419	39	0.0415611	0.028438	0.0480447	0.0195753	0.038257	0.0205247	0.141717	0.220901	0.0267864	0.0491864	0.122732	0.0294285	0.0496243	0.012046	0.125225	0.0259522	
0.0850062 -0.153044   1.14391	45	0.044079	0.0332168	0.0427129	0.0152081	0.0225616	0.0213949	0.130388	0.1124	0.070411	0.0464373	0.263484	0.0256921	0.0514435	0.0150535	0.0661777	0.0393392	
0.0865823 -0.154431   1.14439	47	0.0447847	0.0355561	0.0308221	0.0461993	0.0170723	0.0157505	0.0905821	0.447949	0.0362314	0.0385554	0.0765188	0.0314519	0.0238748	0.016236	0.0221996	0.026216	
0.0869549 -0.154231   1.14397	52	0.0435982	0.0916321	0.0316214	0.0139337	0.0215889	0.0178158	0.0800778	0.350487	0.0918617	0.0244449	0.0882239	0.064125	0.0235153	0.0165975	0.0121927	0.0282842	
0.0869549 -0.154231   1.14397	52	0.0445597	0.0342564	0.0473557	0.0434716	0.0106173	0.022204	0.0745789	0.439472	0.0539011	0.0281514	0.0528975	0.0410619	0.0209898	0.0250327	0.0307396	0.0307107	
0.0869549 -0.154231   1.14397	52	0.0433426	0.198796	0.0202613	0.00973752	0.0073227	0.034094	0.0757045	0.3718	0.0540593	0.0244883	0.0260075	0.023161	0.0134029	0.0242545	0.0118791	0.061689	
0.0856427 -0.153146   1.14324	55	0.0442315	0.425422	0.0150875	0.017405	0.0109111	0.0444193	0.0538259	0.14085	0.0832598	0.0390816	0.0351945	0.0151878	0.0104557	0.0122288	0.0113594	0.0410795	
0.0856427 -0.153146   1.14324	55	0.0414438	0.0621489	0.0198705	0.0798697	0.00834906	0.0888683	0.15511	0.116476	0.0514816	0.044933	0.0610584	0.0440896	0.0164347	0.0974158	0.015803	0.0966477	
0.0856427 -0.153146   1.14324	55	0.0422569	0.0744953	0.034004	0.0229001	0.0100563	0.0556157	0.17021	0.317342	0.144896	0.0199081	0.0234002	0.0172864	0.0121294	0.0144356	0.0118837	0.0291798	
0.0853735 -0.153739   1.14299	61	0.0443193	0.0526421	0.0192896	0.0275125	0.00984333	0.0233606	0.0772759	0.432221	0.0317141	0.0424951	0.0772638	0.0163776	0.0334203	0.0444146	0.0140869	0.0537636	
0.0853991 -0.153303   1.14194	68	0.0424628	0.0506441	0.0198425	0.0222581	0.0280979	0.114131	0.121736	0.246517	0.0346858	0.0232776	0.0646889	0.0381482	0.0242078	0.0521271	0.0125172	0.104658	
0.0851885 -0.153117   1.14186	69	0.0433387	0.0618862	0.0344269	0.0186188	0.0169603	0.0240528	0.0791157	0.389991	0.0461766	0.0584975	0.101075	0.0192203	0.041876	0.0117394	0.0199955	0.0330295	
0.0846832 -0.153028   1.14169	70	0.0435178	0.0215905	0.0226058	0.0188289	0.0292271	0.0152884	0.0659996	0.411817	0.0505708	0.0315204	0.137839	0.0292423	0.0337495	0.0191666	0.0358241	0.0332116	
0.0846832 -0.153028   1.14169	70	0.0457283	0.0500408	0.0134776	0.0111276	0.0110012	0.0140764	0.185518	0.222098	0.0953835	0.023838	0.214447	0.0169105	0.0204393	0.0135705	0.0174694	0.0448741	
0.0848478 -0.153073    1.1419	71	0.0427064	0.0616935	0.0555896	0.00435455	0.00855995	0.00678623	0.0583294	0.392397	0.0725177	0.0310727	0.136877	0.00780908	0.0485862	0.0121607	0.0431075	0.0174527	
0.0848478 -0.153073    1.1419	71	0.0417524	0.047649	0.0251315	0.00966194	0.025211	0.0222763	0.0590921	0.336011	0.0879951	0.0342451	0.181485	0.011875	0.0198617	0.0159716	0.0517117	0.03007	
0.0848478 -0.153073    1.1419	71	0.0444057	0.0244938	0.0436433	0.0114566	0.0177334	0.0205532	0.105601	0.444571	0.0486283	0.0361548	0.100014	0.0122475	0.0361945	0.0111052	0.026138	0.0170599	
0.0846263 -0.152552   1.14097	78	0.0453945	0.0274848	0.0285841	0.00862143	0.0188258	0.0132851	0.065769	0.453546	0.0577614	0.0466399	0.0810299	0.0169537	0.0388698	0.0242859	0.0503006	0.0226486	
0.084789 -0.15268  1.14097	79	0.0445971	0.0313071	0.0338497	0.00586613	0.0253738	0.0190881	0.0345889	0.436484	0.0661756	0.0275842	0.173671	0.0140838	0.0244587	0.0147465	0.033457	0.0146682	
