0.295075 -0.38802  1.21794	20	0.0442157	0.0147526	0.0365818	0.00691234	0.00848177	0.00998324	0.0537512	0.265695	0.0264725	0.0107544	0.317056	0.0138039	0.0443678	0.0249528	0.0890232	0.0331959	
0.295075 -0.38802  1.21794	20	0.0416136	0.0228787	0.0521188	0.00961674	0.0140317	0.0280885	0.0406527	0.176335	0.0451675	0.027486	0.24017	0.0388128	0.041969	0.0263223	0.148554	0.0461823	
0.295075 -0.38802  1.21794	20	0.0441247	0.0513041	0.0650074	0.0072745	0.0122774	0.0161157	0.0242278	0.117238	0.0267107	0.00841195	0.332292	0.0433956	0.0590283	0.0200619	0.148014	0.0245166	
 0.297143 -0.388065   1.21862	36	0.0416389	0.133229	0.0364809	0.00455169	0.0148321	0.0380079	0.0193478	0.267542	0.102249	0.032157	0.075508	0.013664	0.0531233	0.0250144	0.114643	0.0280105	
 0.296755 -0.386401   1.21814	37	0.0428616	0.0243487	0.0426704	0.0129945	0.00766922	0.0108117	0.0405884	0.398135	0.038824	0.0184136	0.0662843	0.0241457	0.119994	0.0377495	0.0589425	0.0555661	
0.298059 -0.38465  1.21733	42	0.0428175	0.0440901	0.0592462	0.0101615	0.0290721	0.434799	0.0147055	0.12019	0.0412816	0.0115077	0.0210387	0.0269413	0.0363645	0.0313557	0.0281841	0.0482447	
 0.298196 -0.385038   1.21741	43	0.0413206	0.0419046	0.0794905	0.00767781	0.00808861	0.0225496	0.0314785	0.281506	0.0865373	0.0455189	0.0763624	0.00880452	0.117605	0.0113291	0.0957859	0.0440398	
 0.295634 -0.384346   1.21698	50	0.0414391	0.0424977	0.0256971	0.014956	0.0160643	0.366759	0.01571	0.162271	0.0938924	0.0128605	0.00970927	0.0431874	0.00814371	0.094283	0.008879	0.0436502	
 0.297979 -0.385202   1.21764	55	0.040545	0.0383967	0.177583	0.028316	0.00982905	0.0414928	0.0331358	0.239389	0.135299	0.044987	0.031558	0.0345674	0.0353957	0.0315664	0.0143181	0.0636214	
 0.298717 -0.385392   1.21804	56	0.044803	0.0351632	0.0167084	0.00704387	0.0569296	0.480382	0.0337553	0.0739281	0.0603765	0.0610127	0.0273071	0.0121999	0.0108429	0.046337	0.00933798	0.0238729	
0.299553  -0.3846  1.21843	64	0.0417253	0.0308415	0.0923702	0.0890225	0.0216572	0.0784757	0.049255	0.292786	0.0611515	0.0147445	0.0238639	0.0225454	0.0439292	0.0326101	0.024141	0.0808811	
 0.300296 -0.385702   1.21927	67	0.0420208	0.0525827	0.0320691	0.0170589	0.0135075	0.108186	0.0137287	0.390769	0.0221536	0.0207592	0.0197381	0.0275816	0.030785	0.11446	0.0120248	0.082575	
 0.300296 -0.385702   1.21927	67	0.0420114	0.0747245	0.0532841	0.0214735	0.0165944	0.144299	0.0327706	0.378098	0.0150922	0.0274858	0.0210526	0.0208228	0.0412121	0.0271223	0.0377917	0.0461644	
 0.298543 -0.387232   1.22078	78	0.0427661	0.0719095	0.0345714	0.0157288	0.00798932	0.105889	0.0755974	0.391763	0.0149307	0.0470731	0.0198319	0.0299487	0.0335722	0.0557063	0.0228619	0.0298616	
 0.29863 -0.38717   1.2216	94	0.0417857	0.261175	0.0655319	0.0109758	0.0171404	0.0578751	0.0264337	0.221366	0.0173188	0.0295632	0.0496538	0.0340245	0.0596941	0.0300036	0.0406547	0.036803	
 0.299003 -0.386995   1.22176	95	0.0429047	0.0294615	0.0934364	0.0341765	0.0120274	0.017717	0.0470736	0.382935	0.0758389	0.0152536	0.0319232	0.0106927	0.0574055	0.0469444	0.0325988	0.0696109	
 0.298713 -0.387942   1.22262	104	0.0434635	0.0239014	0.0617607	0.0251369	0.0104873	0.0149577	0.0374417	0.402473	0.0559178	0.0117452	0.0581321	0.0337091	0.0634701	0.0438264	0.0517076	0.061869	
 0.298722 -0.387944   1.22262	104	0.04325	0.0874607	0.0410834	0.00455385	0.0120941	0.00750432	0.031752	0.411815	0.0541573	0.0233312	0.110192	0.0115882	0.0893702	0.0116534	0.0460778	0.0141167	
  0.29899 -0.388059   1.22266	106	0.0419854	0.020007	0.0851858	0.0230073	0.0110267	0.00916321	0.036001	0.346525	0.0457441	0.0301247	0.112101	0.0191373	0.0625891	0.0365337	0.0559552	0.0649133	
 0.298746 -0.387697   1.22241	111	0.043945	0.0297982	0.0508094	0.0285407	0.0138404	0.0208966	0.0243223	0.433119	0.0375577	0.00949646	0.0631114	0.0273576	0.0613902	0.0467812	0.0559211	0.0531132	
 0.298746 -0.387697   1.22241	111	0.0415794	0.0489692	0.0583998	0.0165388	0.0783087	0.0640506	0.0123386	0.361027	0.0435098	0.0140419	0.0480721	0.0248358	0.0576786	0.0149493	0.0735154	0.042185	
 0.298746 -0.387697   1.22241	111	0.0422677	0.101633	0.0392375	0.00765235	0.0657133	0.403038	0.0227996	0.0956438	0.0850523	0.0241687	0.0280259	0.00994879	0.0169401	0.015514	0.0145157	0.0278495	
 0.298348 -0.387041    1.2221	115	0.043632	0.118164	0.0320944	0.0104849	0.0371138	0.0364398	0.0229326	0.410253	0.0607544	0.0860177	0.0301107	0.0115304	0.028754	0.0149864	0.0236666	0.0330658	
 0.298348 -0.387041    1.2221	115	0.0414472	0.0655453	0.0291476	0.0206361	0.0293687	0.0623708	0.045296	0.325259	0.0300498	0.0314524	0.0453591	0.0216266	0.055092	0.0494112	0.0224057	0.125532	
 0.297962 -0.385683   1.22202	123	0.0407952	0.0244339	0.192538	0.0122533	0.0188267	0.0370108	0.033602	0.176522	0.104306	0.0183495	0.0379953	0.0195368	0.0429273	0.111201	0.0722129	0.0574889	
 0.298046 -0.385334    1.2219	125	0.0385936	0.0801411	0.259568	0.00793565	0.0149263	0.0406997	0.0296491	0.167527	0.0216785	0.00896666	0.0415042	0.0132848	0.0325203	0.0297156	0.02791	0.18538	
 0.297729 -0.385396   1.22193	126	0.0420188	0.0162631	0.0496739	0.0112478	0.0146723	0.0432388	0.0808995	0.294687	0.128682	0.0393827	0.0401134	0.0171126	0.0824353	0.0541016	0.0457947	0.0396761	
0.297438 -0.38533  1.22192	132	0.04211	0.0598652	0.114515	0.0136737	0.0114977	0.0293671	0.126448	0.147765	0.0302439	0.0520123	0.120834	0.0176109	0.118599	0.0249058	0.055358	0.0351932	
  0.29732 -0.385358   1.22181	133	0.0427398	0.0409127	0.0702575	0.121798	0.0101976	0.0335863	0.0853028	0.320335	0.0300755	0.0462641	0.0198877	0.00968835	0.0300836	0.0540447	0.0224499	0.0623763	
  0.29732 -0.385358   1.22181	133	0.0415459	0.0174395	0.0637559	0.0491508	0.017456	0.0919589	0.0729458	0.148852	0.031791	0.0225538	0.0245759	0.0384124	0.0798654	0.107138	0.030121	0.162438	
 0.297846 -0.385443   1.22187	149	0.0421769	0.0187302	0.0516564	0.0218307	0.0142438	0.0385687	0.049998	0.396611	0.0288288	0.0290152	0.0369702	0.0141874	0.106769	0.0165609	0.109802	0.0240502	
 0.297852 -0.385443   1.22187	149	0.0404516	0.046911	0.0426577	0.0054307	0.0166456	0.0305625	0.0390975	0.313681	0.126491	0.0134572	0.0358132	0.0178768	0.091903	0.0488034	0.0838944	0.0463231	
 0.297852 -0.385443   1.22187	149	0.0425629	0.0303208	0.070904	0.022316	0.0353935	0.0667577	0.0415914	0.371267	0.0662604	0.0235274	0.0192234	0.0266657	0.0702135	0.0194032	0.0401107	0.0534824	
 0.297411 -0.385165   1.22207	158	0.0426067	0.0415502	0.0508409	0.0237194	0.0170419	0.0255487	0.0538884	0.389213	0.0421005	0.030764	0.0360167	0.0362171	0.0671234	0.035442	0.0578392	0.050088	
 0.297536 -0.385503   1.22264	166	0.0404911	0.0669888	0.033336	0.0226488	0.0130579	0.23989	0.0625254	0.193223	0.0494177	0.111302	0.0165575	0.0296731	0.0338311	0.017116	0.0213983	0.0485441	
 0.297708 -0.385362   1.22267	174	0.0429549	0.0609722	0.0345352	0.0137513	0.00668455	0.0352088	0.0653416	0.397771	0.0425834	0.0381339	0.030369	0.0233215	0.0780826	0.0139311	0.0858925	0.0304666	
 0.297568 -0.385515   1.22274	176	0.0428834	0.014433	0.0152788	0.0326832	0.0110967	0.409654	0.0379839	0.261655	0.0448919	0.0347261	0.00767128	0.0135648	0.0124037	0.0296187	0.00625491	0.0252011	
  0.29782 -0.385457    1.2228	185	0.0410628	0.0118638	0.057132	0.0269411	0.0153549	0.0894049	0.0351643	0.140216	0.317232	0.0195742	0.0129807	0.0155988	0.0337742	0.0603438	0.038254	0.0851026	
 0.297997 -0.385276   1.22276	187	0.0398278	0.109008	0.0659519	0.0294758	0.00878612	0.119211	0.0328008	0.186096	0.0501479	0.0488111	0.0256284	0.0141399	0.0519603	0.0390704	0.102657	0.0764283	
 0.297997 -0.385276   1.22276	187	0.04003	0.0219274	0.103194	0.0165756	0.0245604	0.160086	0.0224679	0.164155	0.0616804	0.0164032	0.0187268	0.045535	0.0712728	0.0362583	0.0553534	0.141773	
 0.297769 -0.385052   1.22281	195	0.0400082	0.138868	0.0486958	0.00426414	0.0179209	0.0166595	0.0120018	0.271361	0.0371807	0.0226433	0.0522451	0.0203522	0.0424934	0.0312492	0.199125	0.044932	
 0.297769 -0.385052   1.22281	195	0.0409721	0.0679878	0.0363458	0.0229807	0.0259711	0.0649655	0.013662	0.306375	0.0566204	0.0129469	0.00912628	0.0385376	0.0409316	0.0562211	0.0954372	0.110918	
 0.297658 -0.384891   1.22268	198	0.040454	0.168772	0.0248437	0.0136566	0.0149433	0.165972	0.0220505	0.151067	0.039889	0.186985	0.0278895	0.00785536	0.0215754	0.0144194	0.0535377	0.0460889	
 0.297544 -0.384705   1.22282	199	0.0429536	0.0547298	0.0237169	0.0691604	0.0166567	0.127782	0.0248948	0.41022	0.0439706	0.0208385	0.0191408	0.0225445	0.0182794	0.0283305	0.0422533	0.0345284	
 0.297539 -0.384751    1.2228	200	0.0433516	0.0130947	0.0232926	0.0618645	0.0115483	0.166644	0.0356096	0.429854	0.0395352	0.0272006	0.00878005	0.0209999	0.0109821	0.0294419	0.0144257	0.0633754	
 0.297551 -0.384773    1.2228	201	0.0404927	0.199873	0.0193067	0.00904489	0.0279583	0.261177	0.011207	0.110781	0.120029	0.0142221	0.0045938	0.0217054	0.0143768	0.0705698	0.0160993	0.0585637	
 0.297404 -0.384173   1.22293	206	0.0398467	0.170189	0.0882519	0.0101164	0.0180284	0.179315	0.00945575	0.160231	0.117507	0.0137433	0.0117276	0.0259111	0.0286719	0.0336455	0.0571729	0.0361856	
 0.297398 -0.384177    1.2229	213	0.0427533	0.0561957	0.0474996	0.019193	0.0135602	0.14595	0.0119882	0.342966	0.0707757	0.0182182	0.0113039	0.0496194	0.0154594	0.0375639	0.0346381	0.0823157	
 0.297398 -0.384177    1.2229	213	0.0421452	0.0618613	0.0232219	0.00796695	0.00680588	0.10503	0.0178862	0.221734	0.357126	0.0517747	0.00875012	0.0151563	0.0170641	0.0212464	0.0223851	0.0198449	
 0.296645 -0.383469   1.22368	226	0.0431729	0.0434159	0.056663	0.0144225	0.0105727	0.105383	0.0133279	0.190165	0.350284	0.022248	0.00768147	0.0397095	0.0160474	0.0287639	0.0269729	0.0311687	
 0.296691 -0.383504    1.2237	227	0.041955	0.0430426	0.0341525	0.0189395	0.0175817	0.371201	0.0111898	0.095086	0.22074	0.0192282	0.00918267	0.0344274	0.013554	0.0189272	0.0194145	0.0313782	
 0.296691 -0.383504    1.2237	227	0.0413356	0.0619541	0.109016	0.0121761	0.00997273	0.137504	0.0112049	0.301578	0.080821	0.0127488	0.0129986	0.0198698	0.0474774	0.0383625	0.0533041	0.0496757	
 0.295939 -0.382054   1.22549	251	0.0409386	0.0366472	0.0773609	0.172052	0.00832921	0.0829349	0.041102	0.252228	0.0462058	0.0397231	0.0092981	0.018869	0.06438	0.015464	0.0536989	0.0407687	
 0.295939 -0.382054   1.22549	251	0.0421949	0.0990622	0.0401481	0.00403902	0.0169738	0.0551645	0.0357223	0.33353	0.159667	0.0367358	0.043382	0.00583845	0.055647	0.0105458	0.0421059	0.0192428	
 0.295939 -0.382054   1.22549	251	0.0439673	0.125319	0.0177448	0.00576925	0.0111504	0.0416588	0.026673	0.156399	0.426645	0.0582682	0.0135787	0.0101547	0.015688	0.0134701	0.0102114	0.0233021	
 0.295948 -0.381923   1.22574	255	0.0424782	0.0310424	0.0331876	0.00534056	0.00963805	0.0748058	0.0200124	0.278056	0.343377	0.0431625	0.0096942	0.0146644	0.0188806	0.0299978	0.0126112	0.0330513	
 0.295947 -0.381818    1.2257	257	0.0453769	0.0753012	0.0365681	0.00597478	0.0105323	0.0230441	0.030316	0.10727	0.49869	0.041979	0.0205893	0.0132699	0.0339687	0.015466	0.0255094	0.0161441	
 0.295947 -0.381818    1.2257	257	0.0415687	0.0914085	0.106601	0.00415655	0.0117979	0.044065	0.0179347	0.0969004	0.373123	0.0441896	0.0301557	0.0101405	0.0338209	0.0155244	0.0628277	0.015786	
0.296041 -0.38116  1.22571	262	0.0416011	0.253108	0.0256864	0.00465854	0.023399	0.20301	0.0113388	0.17212	0.141059	0.0229803	0.0174075	0.011116	0.0160347	0.0139919	0.0186389	0.0238506	
0.296041 -0.38116  1.22571	262	0.0422817	0.321093	0.0109403	0.0033236	0.0114443	0.141936	0.0113655	0.0794413	0.281201	0.0252911	0.02276	0.00623026	0.0116973	0.0106941	0.0124495	0.00785156	
