0.0	-5.935	0.013247	0.0026842	-0.72105	0.69275	0	0	0	-0.19276	0.1295	9.8168	0.00038022	0.00046855	6.8775e-05	0	0	0
0.0	-5.8965	0.011986	0.0023871	-0.72107	0.69275	0	0	0	-0.21421	0.12042	9.804	-0.00042716	-0.00019004	-0.00064823	0	0	0
0.0	-5.8887	0.011755	0.0023401	-0.72107	0.69276	0	0	0	-0.19969	0.14055	9.8487	-0.00099661	0.0003913	0.00026313	0	0	0
0.0	-5.8818	0.011478	0.0022906	-0.72106	0.69278	0	0	0	-0.19423	0.13201	9.8453	0.00029396	0.0002665	0.00067178	0	0	0
0.0	-5.8765	0.011313	0.0022029	-0.72103	0.69281	0	0	0	-0.21262	0.1438	9.8183	0.00069641	-0.00063354	-0.00086828	0	0	0
0.0	-5.8752	0.011285	0.0021544	-0.72104	0.6928	0	0	0	-0.21371	0.11476	9.8427	-0.00075847	-5.4183e-05	0.00025763	0	0	0
0.0	-5.8765	0.011257	0.0021024	-0.72104	0.6928	0	0	0	-0.20749	0.12968	9.8181	0.0001724	-0.00038999	-4.1939e-05	0	0	0
0.0	-5.8757	0.011233	0.0020491	-0.72104	0.6928	0	0	0	-0.20914	0.13531	9.8076	-0.00050345	-0.00036783	3.7005e-05	0	0	0
0.0	-5.8747	0.011195	0.0019785	-0.72103	0.69281	0	0	0	-0.20384	0.11341	9.8216	0.00023706	-0.00056352	0.00017704	0	0	0
0.0	-5.8698	0.011167	0.001918	-0.72103	0.69282	0	0	0	-0.20503	0.13206	9.8348	0.00022984	0.00040821	-0.00056179	0	0	0
0.0	-5.8698	0.011295	0.0019594	-0.72102	0.69282	0	0	0	-0.21593	0.12278	9.8261	-0.00016135	-0.00028944	-0.00015464	0	0	0
0.0	-5.8673	0.011528	0.0020299	-0.72101	0.69282	0	0	0	-0.19488	0.1381	9.8508	0.00062356	-5.628e-05	-7.6983e-05	0	0	0
0.0	-5.8661	0.011748	0.0020866	-0.72101	0.69282	0	0	0	-0.20566	0.13279	9.8033	0.00073229	6.639e-05	-0.00011335	0	0	0
0.0	-5.8657	0.011927	0.0021393	-0.721	0.69283	0	0	0	-0.20945	0.12417	9.8354	-0.00052484	6.744e-05	0.00067517	0	0	0
0.0	-5.8608	0.01211	0.0021864	-0.72099	0.69284	0	0	0	-0.22218	0.1332	9.8233	0.00073379	-0.00018993	0.00055526	0	0	0
0.0	-5.8587	0.012338	0.0021544	-0.72098	0.69285	0	0	0	-0.19866	0.12256	9.8297	-0.00014579	1.9715e-05	0.00042907	0	0	0
0.0	-5.856	0.012607	0.0021063	-0.72096	0.69285	0	0	0	-0.19647	0.13728	9.8351	0.00012665	-0.0005841	0.00027496	0	0	0
0.0	-5.8519	0.012899	0.0020533	-0.72096	0.69285	0	0	0	-0.20515	0.12651	9.836	-0.00074817	-8.9507e-05	0.00040777	0	0	0
0.0	-5.8525	0.013086	0.0020173	-0.72095	0.69286	0	0	0	-0.19354	0.13101	9.8381	0.00019229	0.00010909	0.00053561	0	0	0
0.0	-5.8529	0.013354	0.0019639	-0.72094	0.69286	0	0	0	-0.20476	0.11579	9.8262	-7.7519e-05	-0.00018956	-0.00010775	0	0	0
0.0	-5.8474	0.013581	0.0019599	-0.72094	0.69286	0	0	0	-0.18922	0.13209	9.8264	0.00073499	0.00020503	0.00015038	0	0	0
0.0	-5.8438	0.013721	0.0020005	-0.72094	0.69286	0	0	0	-0.21368	0.14107	9.8322	0.00085737	4.0636e-05	-0.00021652	0	0	0
0.0	-5.8407	0.013918	0.0020601	-0.72094	0.69285	0	0	0	-0.21722	0.13786	9.8365	0.00066944	0.00035672	0.00045823	0	0	0
0.0	-5.8407	0.014059	0.0021009	-0.72094	0.69285	0	0	0	-0.20576	0.13253	9.8146	-0.00017853	0.00091335	0.00022639	0	0	0
0.0	-5.8353	0.01422	0.0021592	-0.72094	0.69285	0	0	0	-0.20933	0.12465	9.8514	0.00043906	0.00015964	2.6826e-05	0	0	0
0.0	-5.8353	0.014305	0.0021824	-0.72094	0.69284	0	0	0	-0.21464	0.1325	9.8198	0.00067484	-0.00033805	0.00042697	0	0	0
0.0	-5.8338	0.014369	0.002156	-0.72094	0.69285	0	0	0	-0.19096	0.12735	9.8244	0.00089834	0.00063774	-0.00011057	0	0	0
0.0	-5.8313	0.014431	0.0021019	-0.72094	0.69284	0	0	0	-0.22447	0.12583	9.8471	-0.00040911	-0.00035504	0.00033899	0	0	0
0.0	-5.8261	0.014456	0.0020704	-0.72094	0.69284	0	0	0	-0.19516	0.13703	9.8178	0.00046144	0.00077078	0.00024868	0	0	0
0.0	-5.8221	0.014507	0.002021	-0.72095	0.69284	0	0	0	-0.22331	0.12344	9.8302	0.00071646	0.00017096	-0.00029026	0	0	0
0.0	-5.8202	0.014528	0.0019928	-0.72095	0.69283	0	0	0	-0.20306	0.12781	9.8407	0.00021199	-0.0001749	-0.00022706	0	0	0
0.0	-5.8205	0.014462	0.001954	-0.72095	0.69283	0	0	0	-0.19665	0.13437	9.8406	-0.00020415	0.0010777	0.00016021	0	0	0
0.0	-5.8155	0.014349	0.0019163	-0.72094	0.69285	0	0	0	-0.20194	0.13498	9.8289	-0.00020459	0.00070657	0.0011699	0	0	0
0.0	-5.8142	0.01419	0.0018651	-0.72094	0.69285	0	0	0	-0.22737	0.12723	9.8351	0.0004051	0.00024585	0.00093769	0	0	0
0.0	-5.8121	0.014073	0.0018209	-0.72094	0.69286	0	0	0	-0.20725	0.11776	9.8326	9.487e-05	0.00062964	0.00018826	0	0	0
0.0	-5.8118	0.013959	0.0017751	-0.72094	0.69286	0	0	0	-0.20967	0.13042	9.8232	9.3853e-05	-7.4358e-06	0.00061151	0	0	0
0.0	-5.8118	0.013817	0.0017301	-0.72093	0.69286	0	0	0	-0.20757	0.13646	9.8402	0.00029621	0.0012667	-0.00016322	0	0	0
0.0	-5.8079	0.013581	0.00173	-0.72093	0.69287	0	0	0	-0.21709	0.12336	9.8261	-0.00013536	-5.9176e-05	0.00024887	0	0	0
0.0	-5.8079	0.013308	0.001749	-0.72093	0.69288	0	0	0	-0.19356	0.12968	9.8409	-5.1753e-05	0.00033112	-0.00018304	0	0	0
0.0	-5.805	0.013003	0.0017708	-0.72094	0.69288	0	0	0	-0.19557	0.12151	9.8355	-0.00085763	-0.00056385	0.00035119	0	0	0
0.0	-5.8023	0.012789	0.001777	-0.72094	0.69288	0	0	0	-0.21612	0.12999	9.8239	0.00012317	0.00024423	0.00054288	0	0	0
0.0	-5.8009	0.012463	0.0018035	-0.72094	0.69288	0	0	0	-0.20743	0.14314	9.8276	-0.00046659	1.0021e-05	-0.00017549	0	0	0
0.0	-5.7982	0.012091	0.0018665	-0.72094	0.69289	0	0	0	-0.21157	0.12455	9.8223	0.00046365	-0.00012891	0.00017347	0	0	0
0.0	-5.7998	0.011815	0.0019123	-0.72094	0.69289	0	0	0	-0.20458	0.13336	9.8204	-0.00038048	-0.00021074	2.9163e-05	0	0	0
0.0	-5.7995	0.011417	0.0019808	-0.72095	0.69289	0	0	0	-0.20582	0.13681	9.8317	-0.00030027	-0.0013311	0.00041302	0	0	0
0.0	-5.7983	0.010978	0.0020543	-0.72095	0.6929	0	0	0	-0.20155	0.10834	9.8393	-0.00024473	-0.00081982	-6.707e-05	0	0	0
0.0	-5.7959	0.010781	0.002082	-0.72094	0.69291	0	0	0	-0.19918	0.1449	9.8221	0.00013733	-0.00077301	0.00091841	0	0	0
0.0	-5.7948	0.010393	0.0021575	-0.72094	0.69292	0	0	0	-0.20279	0.12403	9.8507	-0.00039779	-0.00072161	0.00042084	0	0	0
0.0	-5.7947	0.010233	0.0022061	-0.72093	0.69293	0	0	0	-0.19973	0.13476	9.8255	-0.00014719	-0.00047157	-0.00013953	0	0	0
0.0	-5.7953	0.01004	0.0022598	-0.72093	0.69293	0	0	0	-0.19826	0.11511	9.8419	-0.00012126	-0.00071703	-3.1371e-05	0	0	0
0.0	-5.7951	0.0098396	0.0023269	-0.72094	0.69293	0	0	0	-0.19106	0.12804	9.8109	-0.00059627	-0.00035266	0.00058531	0	0	0
0.0	-5.7944	0.0096781	0.0023798	-0.72094	0.69293	0	0	0	-0.19497	0.12843	9.83	-0.00055612	-0.00029338	0.00030708	0	0	0
0.0	-5.791	0.0094386	0.0024523	-0.72093	0.69295	0	0	0	-0.21205	0.11846	9.8512	-0.00035536	-0.0011852	-0.00048301	0	0	0
0.0	-5.7895	0.0093937	0.0024811	-0.72092	0.69295	0	0	0	-0.21178	0.13291	9.8332	-0.00039246	0.00011921	-0.00018541	0	0	0
