-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
-0.16166	-0.514502	1.33798	-0.156343	-0.521806	1.3477	-0.16614	-0.514642	1.34822	-0.155212	-0.517094	1.34717	-0.143759	-0.518225	1.34782	-0.155188	-0.520648	1.35442	-0.172664	-0.516575	1.35314	-0.167266	-0.514632	1.35323	-0.159364	-0.51744	1.35387	-0.145884	-0.519649	1.35468	-0.144379	-0.524711	1.36107	-0.135807	-0.52576	1.36238	-0.182348	-0.518732	1.3692	-0.175471	-0.513998	1.36891	-0.126585	-0.531887	1.3736	-0.115075	-0.532057	1.37421	-0.11573	-0.542118	1.38637	-0.104857	-0.537732	1.38641	
